month,employee_id,department,role,base_salary,bonus,benefits,total_cost
2025-12,E024,Sales,Sales Manager,9514.19,18076.95,1902.84,29493.97
2025-12,E025,Sales,Account Executive,9706.89,18443.09,1941.38,30091.36
2025-12,E026,Sales,Sales Development Rep,9899.59,18809.23,1979.92,30688.74
2025-12,E027,Sales,Sales Manager,10092.3,19175.36,2018.46,31286.12
2025-12,E028,Sales,Account Executive,10285.0,19541.5,2057.0,31883.5
2025-12,E029,Marketing,Marketing Manager,7986.0,14374.8,1597.2,23958.0
2025-12,E030,Marketing,Demand Generation Specialist,8289.51,14921.12,1657.9,24868.53
2025-12,E031,Marketing,Content Strategist,8593.02,15467.43,1718.6,25779.05
2025-12,E032,Marketing,Marketing Manager,8896.53,16013.75,1779.31,26689.58
2025-12,E033,Marketing,Demand Generation Specialist,9200.03,16560.06,1840.01,27600.1
2025-12,E034,Marketing,Content Strategist,9503.54,17106.38,1900.71,28510.62
2025-12,E035,Product,Product Manager,11575.67,20836.2,2315.13,34727.0
2025-12,E036,Product,Senior Product Manager,12009.25,21616.65,2401.85,36027.75
2025-12,E037,Product,Product Designer,12442.83,22397.1,2488.57,37328.5
2025-12,E038,Product,Product Manager,12876.42,23177.55,2575.28,38629.25
2025-12,E039,Product,Senior Product Manager,13310.0,23958.0,2662.0,39930.0
2025-12,E040,Operations,Operations Manager,6917.17,12450.9,1383.43,20751.5
2025-12,E041,Operations,People Operations Specialist,7133.96,12841.13,1426.79,21401.88
2025-12,E042,Operations,IT Administrator,7350.75,13231.35,1470.15,22052.25
2025-12,E043,Operations,Operations Manager,7567.54,13621.58,1513.51,22702.63
2025-12,E044,Operations,People Operations Specialist,7784.33,14011.8,1556.87,23353.0
2025-12,E045,Operations,IT Administrator,8001.13,14402.03,1600.23,24003.38
2025-12,E046,Operations,Operations Manager,8217.92,14792.25,1643.58,24653.75
2025-12,E047,Finance,Financial Analyst,8994.33,16189.8,1798.87,26983.0
2025-12,E048,Finance,Controller,9500.18,17100.33,1900.04,28500.54
2025-12,E049,Finance,Accounting Manager,10006.03,18010.85,2001.21,30018.08
2025-12,E050,Finance,Financial Analyst,10511.88,18921.38,2102.38,31535.62
